locus_tag	ftype	length_bp	gene	EC_number	COG	product
LKDPMFFB_00502	gene	1098				
LKDPMFFB_00502	mRNA	1098				
LKDPMFFB_00502	CDS	1098				hypothetical protein
LKDPMFFB_00503	gene	1290				
LKDPMFFB_00503	mRNA	1290				
LKDPMFFB_00503	CDS	1290				hypothetical protein
LKDPMFFB_00504	gene	270				
LKDPMFFB_00504	mRNA	270				
LKDPMFFB_00504	CDS	270				hypothetical protein
LKDPMFFB_00505	gene	168				
LKDPMFFB_00505	mRNA	168				
LKDPMFFB_00505	CDS	168				hypothetical protein
LKDPMFFB_00506	gene	360	cof			
LKDPMFFB_00506	mRNA	360	cof			
LKDPMFFB_00506	CDS	360	cof	3.6.1.-		HMP-PP phosphatase
LKDPMFFB_00507	gene	684				
LKDPMFFB_00507	mRNA	684				
LKDPMFFB_00507	CDS	684				hypothetical protein
LKDPMFFB_00508	gene	261				
LKDPMFFB_00508	mRNA	261				
LKDPMFFB_00508	CDS	261				hypothetical protein
LKDPMFFB_00509	gene	2073				
LKDPMFFB_00509	mRNA	2073				
LKDPMFFB_00509	CDS	2073				hypothetical protein
LKDPMFFB_00510	gene	708	yxlF			
LKDPMFFB_00510	mRNA	708	yxlF			
LKDPMFFB_00510	CDS	708	yxlF	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
LKDPMFFB_00511	gene	156				
LKDPMFFB_00511	mRNA	156				
LKDPMFFB_00511	CDS	156				hypothetical protein
LKDPMFFB_00512	gene	564				
LKDPMFFB_00512	mRNA	564				
LKDPMFFB_00512	CDS	564				hypothetical protein
LKDPMFFB_00513	gene	1287				
LKDPMFFB_00513	mRNA	1287				
LKDPMFFB_00513	CDS	1287				hypothetical protein
LKDPMFFB_00514	gene	726	ypdB_1			
LKDPMFFB_00514	mRNA	726	ypdB_1			
LKDPMFFB_00514	CDS	726	ypdB_1		COG3279	Transcriptional regulatory protein YpdB
LKDPMFFB_00515	gene	1182	norV			
LKDPMFFB_00515	mRNA	1182	norV			
LKDPMFFB_00515	CDS	1182	norV			Anaerobic nitric oxide reductase flavorubredoxin
LKDPMFFB_00516	gene	82				
LKDPMFFB_00516	mRNA	82				
LKDPMFFB_00516	tRNA	82				tRNA-Leu(tag)
LKDPMFFB_00517	gene	1164				
LKDPMFFB_00517	mRNA	1164				
LKDPMFFB_00517	CDS	1164				hypothetical protein
LKDPMFFB_00518	gene	1488	trpE			
LKDPMFFB_00518	mRNA	1488	trpE			
LKDPMFFB_00518	CDS	1488	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
LKDPMFFB_00519	gene	573	pabA			
LKDPMFFB_00519	mRNA	573	pabA			
LKDPMFFB_00519	CDS	573	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
LKDPMFFB_00520	gene	849				
LKDPMFFB_00520	mRNA	849				
LKDPMFFB_00520	CDS	849			COG1307	DegV domain-containing protein
LKDPMFFB_00521	gene	1167				
LKDPMFFB_00521	mRNA	1167				
LKDPMFFB_00521	CDS	1167				hypothetical protein
LKDPMFFB_00522	gene	1017				
LKDPMFFB_00522	mRNA	1017				
LKDPMFFB_00522	CDS	1017				hypothetical protein
LKDPMFFB_00523	gene	1032				
LKDPMFFB_00523	mRNA	1032				
LKDPMFFB_00523	CDS	1032				hypothetical protein
LKDPMFFB_00524	gene	1125				
LKDPMFFB_00524	mRNA	1125				
LKDPMFFB_00524	CDS	1125				hypothetical protein
LKDPMFFB_00525	gene	1314	sasA_1			
LKDPMFFB_00525	mRNA	1314	sasA_1			
LKDPMFFB_00525	CDS	1314	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
LKDPMFFB_00526	gene	678	regX3			
LKDPMFFB_00526	mRNA	678	regX3			
LKDPMFFB_00526	CDS	678	regX3		COG0745	Sensory transduction protein regX3
LKDPMFFB_00527	gene	1779				
LKDPMFFB_00527	mRNA	1779				
LKDPMFFB_00527	CDS	1779				hypothetical protein
LKDPMFFB_00528	gene	654	phoU			
LKDPMFFB_00528	mRNA	654	phoU			
LKDPMFFB_00528	CDS	654	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
LKDPMFFB_00529	gene	186	pstB3			
LKDPMFFB_00529	mRNA	186	pstB3			
LKDPMFFB_00529	CDS	186	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
LKDPMFFB_00530	gene	279	cas2			
LKDPMFFB_00530	mRNA	279	cas2			
LKDPMFFB_00530	CDS	279	cas2	3.1.-.-	COG1343	CRISPR-associated endoribonuclease Cas2
LKDPMFFB_00531	gene	993	cas1			
LKDPMFFB_00531	mRNA	993	cas1			
LKDPMFFB_00531	CDS	993	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
LKDPMFFB_00532	gene	489				
LKDPMFFB_00532	mRNA	489				
LKDPMFFB_00532	CDS	489				hypothetical protein
LKDPMFFB_00533	gene	2247				
LKDPMFFB_00533	mRNA	2247				
LKDPMFFB_00533	CDS	2247				hypothetical protein
LKDPMFFB_00534	gene	789				
LKDPMFFB_00534	mRNA	789				
LKDPMFFB_00534	CDS	789				hypothetical protein
LKDPMFFB_00535	gene	849				
LKDPMFFB_00535	mRNA	849				
LKDPMFFB_00535	CDS	849				hypothetical protein
LKDPMFFB_00536	gene	1671				
LKDPMFFB_00536	mRNA	1671				
LKDPMFFB_00536	CDS	1671				hypothetical protein
LKDPMFFB_00537	gene	717				
LKDPMFFB_00537	mRNA	717				
LKDPMFFB_00537	CDS	717				hypothetical protein
LKDPMFFB_00538	gene	1089				
LKDPMFFB_00538	mRNA	1089				
LKDPMFFB_00538	CDS	1089				hypothetical protein
LKDPMFFB_00539	gene	588	glpG_1			
LKDPMFFB_00539	mRNA	588	glpG_1			
LKDPMFFB_00539	CDS	588	glpG_1	3.4.21.105		Rhomboid protease GlpG
LKDPMFFB_00540	gene	717				
LKDPMFFB_00540	mRNA	717				
LKDPMFFB_00540	CDS	717				hypothetical protein
LKDPMFFB_00541	gene	1539				
LKDPMFFB_00541	mRNA	1539				
LKDPMFFB_00541	CDS	1539				hypothetical protein
LKDPMFFB_00542	gene	597	recR			
LKDPMFFB_00542	mRNA	597	recR			
LKDPMFFB_00542	CDS	597	recR		COG0353	Recombination protein RecR
LKDPMFFB_00543	gene	357				
LKDPMFFB_00543	mRNA	357				
LKDPMFFB_00543	CDS	357			COG0718	Nucleoid-associated protein
LKDPMFFB_00544	gene	1572				
LKDPMFFB_00544	mRNA	1572				
LKDPMFFB_00544	CDS	1572				hypothetical protein
LKDPMFFB_00545	gene	360				
LKDPMFFB_00545	mRNA	360				
LKDPMFFB_00545	CDS	360				hypothetical protein
LKDPMFFB_00546	gene	474	tadA			
LKDPMFFB_00546	mRNA	474	tadA			
LKDPMFFB_00546	CDS	474	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
LKDPMFFB_00547	gene	552	rimJ			
LKDPMFFB_00547	mRNA	552	rimJ			
LKDPMFFB_00547	CDS	552	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
LKDPMFFB_00548	gene	708				
LKDPMFFB_00548	mRNA	708				
LKDPMFFB_00548	CDS	708				hypothetical protein
LKDPMFFB_00549	gene	462	rsmA			
LKDPMFFB_00549	mRNA	462	rsmA			
LKDPMFFB_00549	CDS	462	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
LKDPMFFB_00550	gene	1785				
LKDPMFFB_00550	mRNA	1785				
LKDPMFFB_00550	CDS	1785				hypothetical protein
LKDPMFFB_00551	gene	474				
LKDPMFFB_00551	mRNA	474				
LKDPMFFB_00551	CDS	474				hypothetical protein
LKDPMFFB_00552	gene	882	aprX			
LKDPMFFB_00552	mRNA	882	aprX			
LKDPMFFB_00552	CDS	882	aprX	3.4.21.-	COG1404	Serine protease AprX
LKDPMFFB_00553	gene	1764				
LKDPMFFB_00553	mRNA	1764				
LKDPMFFB_00553	CDS	1764				hypothetical protein
LKDPMFFB_00554	gene	954				
LKDPMFFB_00554	mRNA	954				
LKDPMFFB_00554	CDS	954				hypothetical protein
LKDPMFFB_00555	gene	1029				
LKDPMFFB_00555	mRNA	1029				
LKDPMFFB_00555	CDS	1029				hypothetical protein
LKDPMFFB_00556	gene	930	arcC1			
LKDPMFFB_00556	mRNA	930	arcC1			
LKDPMFFB_00556	CDS	930	arcC1	2.7.2.2		Carbamate kinase 1
LKDPMFFB_00557	gene	1869				
LKDPMFFB_00557	mRNA	1869				
LKDPMFFB_00557	CDS	1869				hypothetical protein
LKDPMFFB_00558	gene	447	icd			
LKDPMFFB_00558	mRNA	447	icd			
LKDPMFFB_00558	CDS	447	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
LKDPMFFB_00559	gene	255				
LKDPMFFB_00559	mRNA	255				
LKDPMFFB_00559	CDS	255				hypothetical protein
LKDPMFFB_00560	gene	855	pstC			
LKDPMFFB_00560	mRNA	855	pstC			
LKDPMFFB_00560	CDS	855	pstC		COG0573	Phosphate transport system permease protein PstC
LKDPMFFB_00561	gene	876	pstS2			
LKDPMFFB_00561	mRNA	876	pstS2			
LKDPMFFB_00561	CDS	876	pstS2		COG0226	Phosphate-binding protein PstS 2
LKDPMFFB_00562	gene	222				
LKDPMFFB_00562	mRNA	222				
LKDPMFFB_00562	CDS	222				hypothetical protein
LKDPMFFB_00563	gene	96				
LKDPMFFB_00563	mRNA	96				
LKDPMFFB_00563	CDS	96				hypothetical protein
LKDPMFFB_00564	gene	462				
LKDPMFFB_00564	mRNA	462				
LKDPMFFB_00564	CDS	462				hypothetical protein
LKDPMFFB_00565	gene	783	ywtE			
LKDPMFFB_00565	mRNA	783	ywtE			
LKDPMFFB_00565	CDS	783	ywtE	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
LKDPMFFB_00566	gene	603				
LKDPMFFB_00566	mRNA	603				
LKDPMFFB_00566	CDS	603				hypothetical protein
LKDPMFFB_00567	gene	2646				
LKDPMFFB_00567	mRNA	2646				
LKDPMFFB_00567	CDS	2646				hypothetical protein
LKDPMFFB_00568	gene	1101				
LKDPMFFB_00568	mRNA	1101				
LKDPMFFB_00568	CDS	1101				hypothetical protein
LKDPMFFB_00569	gene	864	mltF			
LKDPMFFB_00569	mRNA	864	mltF			
LKDPMFFB_00569	CDS	864	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
LKDPMFFB_00570	gene	711	artQ			
LKDPMFFB_00570	mRNA	711	artQ			
LKDPMFFB_00570	CDS	711	artQ		COG0765	Arginine transport system permease protein ArtQ
LKDPMFFB_00571	gene	1353				
LKDPMFFB_00571	mRNA	1353				
LKDPMFFB_00571	CDS	1353				hypothetical protein
LKDPMFFB_00572	gene	1227				
LKDPMFFB_00572	mRNA	1227				
LKDPMFFB_00572	CDS	1227				hypothetical protein
LKDPMFFB_00573	gene	684				
LKDPMFFB_00573	mRNA	684				
LKDPMFFB_00573	CDS	684				hypothetical protein
LKDPMFFB_00574	gene	483				
LKDPMFFB_00574	mRNA	483				
LKDPMFFB_00574	CDS	483				hypothetical protein
LKDPMFFB_00575	gene	1005	splG			
LKDPMFFB_00575	mRNA	1005	splG			
LKDPMFFB_00575	CDS	1005	splG	4.1.99.14		Spore photoproduct lyase
LKDPMFFB_00576	gene	1188	fieF			
LKDPMFFB_00576	mRNA	1188	fieF			
LKDPMFFB_00576	CDS	1188	fieF			Ferrous-iron efflux pump FieF
LKDPMFFB_00577	gene	417				
LKDPMFFB_00577	mRNA	417				
LKDPMFFB_00577	CDS	417				hypothetical protein
LKDPMFFB_00578	gene	1710				
LKDPMFFB_00578	mRNA	1710				
LKDPMFFB_00578	CDS	1710				hypothetical protein
LKDPMFFB_00579	gene	501	greA_1			
LKDPMFFB_00579	mRNA	501	greA_1			
LKDPMFFB_00579	CDS	501	greA_1		COG0782	Transcription elongation factor GreA
LKDPMFFB_00580	gene	150				
LKDPMFFB_00580	mRNA	150				
LKDPMFFB_00580	CDS	150				hypothetical protein
LKDPMFFB_00581	gene	633	cls			
LKDPMFFB_00581	mRNA	633	cls			
LKDPMFFB_00581	CDS	633	cls	2.7.8.-		Cardiolipin synthase
LKDPMFFB_00582	gene	1029	mutS2			
LKDPMFFB_00582	mRNA	1029	mutS2			
LKDPMFFB_00582	CDS	1029	mutS2	3.1.-.-		Endonuclease MutS2
LKDPMFFB_00583	gene	708	srrA_2			
LKDPMFFB_00583	mRNA	708	srrA_2			
LKDPMFFB_00583	CDS	708	srrA_2		COG0745	Transcriptional regulatory protein SrrA
LKDPMFFB_00584	gene	1422	sasA_2			
LKDPMFFB_00584	mRNA	1422	sasA_2			
LKDPMFFB_00584	CDS	1422	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
LKDPMFFB_00585	gene	495	trmL			
LKDPMFFB_00585	mRNA	495	trmL			
LKDPMFFB_00585	CDS	495	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
LKDPMFFB_00586	gene	477	cheX			
LKDPMFFB_00586	mRNA	477	cheX			
LKDPMFFB_00586	CDS	477	cheX	3.-.-.-	COG1406	CheY-P phosphatase CheX
LKDPMFFB_00587	gene	1170	dapX			
LKDPMFFB_00587	mRNA	1170	dapX			
LKDPMFFB_00587	CDS	1170	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
LKDPMFFB_00588	gene	483				
LKDPMFFB_00588	mRNA	483				
LKDPMFFB_00588	CDS	483				hypothetical protein
LKDPMFFB_00589	gene	936	hypE			
LKDPMFFB_00589	mRNA	936	hypE			
LKDPMFFB_00589	CDS	936	hypE	4.2.1.-		Carbamoyl dehydratase HypE
LKDPMFFB_00590	gene	99				
LKDPMFFB_00590	mRNA	99				
LKDPMFFB_00590	CDS	99				hypothetical protein
LKDPMFFB_00591	gene	624				
LKDPMFFB_00591	mRNA	624				
LKDPMFFB_00591	CDS	624				hypothetical protein
LKDPMFFB_00592	gene	705	dinG_2			
LKDPMFFB_00592	mRNA	705	dinG_2			
LKDPMFFB_00592	CDS	705	dinG_2	3.1.-.-		3'-5' exonuclease DinG
LKDPMFFB_00593	gene	636	nth			
LKDPMFFB_00593	mRNA	636	nth			
LKDPMFFB_00593	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
LKDPMFFB_00594	gene	456				
LKDPMFFB_00594	mRNA	456				
LKDPMFFB_00594	CDS	456				hypothetical protein
LKDPMFFB_00595	gene	477				
LKDPMFFB_00595	mRNA	477				
LKDPMFFB_00595	CDS	477				hypothetical protein
LKDPMFFB_00596	gene	252				
LKDPMFFB_00596	mRNA	252				
LKDPMFFB_00596	CDS	252				hypothetical protein
LKDPMFFB_00597	gene	1599				
LKDPMFFB_00597	mRNA	1599				
LKDPMFFB_00597	CDS	1599				hypothetical protein
LKDPMFFB_00598	gene	261				
LKDPMFFB_00598	mRNA	261				
LKDPMFFB_00598	CDS	261				hypothetical protein
LKDPMFFB_00599	gene	279				
LKDPMFFB_00599	mRNA	279				
LKDPMFFB_00599	CDS	279				IS3 family transposase ISEfa10
LKDPMFFB_00600	gene	405				
LKDPMFFB_00600	mRNA	405				
LKDPMFFB_00600	CDS	405				hypothetical protein
LKDPMFFB_00601	gene	159				
LKDPMFFB_00601	mRNA	159				
LKDPMFFB_00601	CDS	159				hypothetical protein
LKDPMFFB_00602	gene	477				
LKDPMFFB_00602	mRNA	477				
LKDPMFFB_00602	CDS	477				hypothetical protein
LKDPMFFB_00603	gene	1302	glgE			
LKDPMFFB_00603	mRNA	1302	glgE			
LKDPMFFB_00603	CDS	1302	glgE	2.4.99.16		Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
LKDPMFFB_00604	gene	1101				
LKDPMFFB_00604	mRNA	1101				
LKDPMFFB_00604	CDS	1101				hypothetical protein
LKDPMFFB_00605	gene	1347	prpC			
LKDPMFFB_00605	mRNA	1347	prpC			
LKDPMFFB_00605	CDS	1347	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
LKDPMFFB_00606	gene	513				
LKDPMFFB_00606	mRNA	513				
LKDPMFFB_00606	CDS	513				hypothetical protein
LKDPMFFB_00607	gene	1119				
LKDPMFFB_00607	mRNA	1119				
LKDPMFFB_00607	CDS	1119				hypothetical protein
LKDPMFFB_00608	gene	171	proB			
LKDPMFFB_00608	mRNA	171	proB			
LKDPMFFB_00608	CDS	171	proB	2.7.2.11		Glutamate 5-kinase
LKDPMFFB_00609	gene	489				
LKDPMFFB_00609	mRNA	489				
LKDPMFFB_00609	CDS	489				hypothetical protein
LKDPMFFB_00610	gene	558				
LKDPMFFB_00610	mRNA	558				
LKDPMFFB_00610	CDS	558		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
LKDPMFFB_00611	gene	1248	proA			
LKDPMFFB_00611	mRNA	1248	proA			
LKDPMFFB_00611	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
LKDPMFFB_00612	gene	1422	miaB			
LKDPMFFB_00612	mRNA	1422	miaB			
LKDPMFFB_00612	CDS	1422	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
LKDPMFFB_00613	gene	1710	dauA			
LKDPMFFB_00613	mRNA	1710	dauA			
LKDPMFFB_00613	CDS	1710	dauA		COG0659	C4-dicarboxylic acid transporter DauA
LKDPMFFB_00614	gene	2652	mutS_1			
LKDPMFFB_00614	mRNA	2652	mutS_1			
LKDPMFFB_00614	CDS	2652	mutS_1		COG0249	DNA mismatch repair protein MutS
LKDPMFFB_00615	gene	1884	mutL			
LKDPMFFB_00615	mRNA	1884	mutL			
LKDPMFFB_00615	CDS	1884	mutL			DNA mismatch repair protein MutL
LKDPMFFB_00616	gene	615				
LKDPMFFB_00616	mRNA	615				
LKDPMFFB_00616	CDS	615				hypothetical protein
LKDPMFFB_00617	gene	1089				
LKDPMFFB_00617	mRNA	1089				
LKDPMFFB_00617	CDS	1089				hypothetical protein
LKDPMFFB_00618	gene	687	ftsE			
LKDPMFFB_00618	mRNA	687	ftsE			
LKDPMFFB_00618	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
LKDPMFFB_00619	gene	912	ftsX			
LKDPMFFB_00619	mRNA	912	ftsX			
LKDPMFFB_00619	CDS	912	ftsX		COG2177	Cell division protein FtsX
LKDPMFFB_00620	gene	1368				
LKDPMFFB_00620	mRNA	1368				
LKDPMFFB_00620	CDS	1368				hypothetical protein
LKDPMFFB_00621	gene	1188				
LKDPMFFB_00621	mRNA	1188				
LKDPMFFB_00621	CDS	1188		3.4.21.-		putative CtpA-like serine protease
LKDPMFFB_00622	gene	1986	uvrB			
LKDPMFFB_00622	mRNA	1986	uvrB			
LKDPMFFB_00622	CDS	1986	uvrB		COG0556	UvrABC system protein B
LKDPMFFB_00623	gene	1857				
LKDPMFFB_00623	mRNA	1857				
LKDPMFFB_00623	CDS	1857				hypothetical protein
LKDPMFFB_00624	gene	507				
LKDPMFFB_00624	mRNA	507				
LKDPMFFB_00624	CDS	507				hypothetical protein
LKDPMFFB_00625	gene	1182	pknD_3			
LKDPMFFB_00625	mRNA	1182	pknD_3			
LKDPMFFB_00625	CDS	1182	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
LKDPMFFB_00626	gene	882	mecA			
LKDPMFFB_00626	mRNA	882	mecA			
LKDPMFFB_00626	CDS	882	mecA			Adapter protein MecA
LKDPMFFB_00627	gene	1458	mdtK			
LKDPMFFB_00627	mRNA	1458	mdtK			
LKDPMFFB_00627	CDS	1458	mdtK			Multidrug resistance protein MdtK
LKDPMFFB_00628	gene	2421				
LKDPMFFB_00628	mRNA	2421				
LKDPMFFB_00628	CDS	2421				hypothetical protein
LKDPMFFB_00629	gene	300				
LKDPMFFB_00629	mRNA	300				
LKDPMFFB_00629	CDS	300				hypothetical protein
LKDPMFFB_00630	gene	345				
LKDPMFFB_00630	mRNA	345				
LKDPMFFB_00630	CDS	345				hypothetical protein
LKDPMFFB_00631	gene	642	ktrA			
LKDPMFFB_00631	mRNA	642	ktrA			
LKDPMFFB_00631	CDS	642	ktrA		COG0569	Ktr system potassium uptake protein A
LKDPMFFB_00632	gene	1350	ktrB			
LKDPMFFB_00632	mRNA	1350	ktrB			
LKDPMFFB_00632	CDS	1350	ktrB		COG0168	Ktr system potassium uptake protein B
LKDPMFFB_00633	gene	1221	tdcB			
LKDPMFFB_00633	mRNA	1221	tdcB			
LKDPMFFB_00633	CDS	1221	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
LKDPMFFB_00634	gene	936	ftsY			
LKDPMFFB_00634	mRNA	936	ftsY			
LKDPMFFB_00634	CDS	936	ftsY		COG0552	Signal recognition particle receptor FtsY
LKDPMFFB_00635	gene	3573	smc_1			
LKDPMFFB_00635	mRNA	3573	smc_1			
LKDPMFFB_00635	CDS	3573	smc_1		COG1196	Chromosome partition protein Smc
LKDPMFFB_00636	gene	684	rnc			
LKDPMFFB_00636	mRNA	684	rnc			
LKDPMFFB_00636	CDS	684	rnc	3.1.26.3		Ribonuclease 3
LKDPMFFB_00637	gene	231	acpP_2			
LKDPMFFB_00637	mRNA	231	acpP_2			
LKDPMFFB_00637	CDS	231	acpP_2			Acyl carrier protein
LKDPMFFB_00638	gene	582	plsX			
LKDPMFFB_00638	mRNA	582	plsX			
LKDPMFFB_00638	CDS	582	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
LKDPMFFB_00639	gene	849	prmC			
LKDPMFFB_00639	mRNA	849	prmC			
LKDPMFFB_00639	CDS	849	prmC	2.1.1.297		Release factor glutamine methyltransferase
LKDPMFFB_00640	gene	948				
LKDPMFFB_00640	mRNA	948				
LKDPMFFB_00640	CDS	948				hypothetical protein
LKDPMFFB_00641	gene	207	rpmE			
LKDPMFFB_00641	mRNA	207	rpmE			
LKDPMFFB_00641	CDS	207	rpmE		COG0254	50S ribosomal protein L31
LKDPMFFB_00642	gene	1116				
LKDPMFFB_00642	mRNA	1116				
LKDPMFFB_00642	CDS	1116				hypothetical protein
LKDPMFFB_00643	gene	1365	patA_2			
LKDPMFFB_00643	mRNA	1365	patA_2			
LKDPMFFB_00643	CDS	1365	patA_2	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
LKDPMFFB_00644	gene	474				
LKDPMFFB_00644	mRNA	474				
LKDPMFFB_00644	CDS	474				hypothetical protein
LKDPMFFB_00645	gene	927				
LKDPMFFB_00645	mRNA	927				
LKDPMFFB_00645	CDS	927				hypothetical protein
LKDPMFFB_00646	gene	1020				
LKDPMFFB_00646	mRNA	1020				
LKDPMFFB_00646	CDS	1020				hypothetical protein
LKDPMFFB_00647	gene	1356	rho			
LKDPMFFB_00647	mRNA	1356	rho			
LKDPMFFB_00647	CDS	1356	rho	3.6.4.-	COG1158	Transcription termination factor Rho
LKDPMFFB_00648	gene	1152				
LKDPMFFB_00648	mRNA	1152				
LKDPMFFB_00648	CDS	1152		1.1.1.38		NAD-dependent malic enzyme
LKDPMFFB_00649	gene	756	nrtD			
LKDPMFFB_00649	mRNA	756	nrtD			
LKDPMFFB_00649	CDS	756	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
LKDPMFFB_00650	gene	966	ppaC			
LKDPMFFB_00650	mRNA	966	ppaC			
LKDPMFFB_00650	CDS	966	ppaC	3.6.1.1		manganese-dependent inorganic pyrophosphatase
LKDPMFFB_00651	gene	73				
LKDPMFFB_00651	mRNA	73				
LKDPMFFB_00651	tRNA	73				tRNA-Thr(cgt)
LKDPMFFB_00652	gene	1425				
LKDPMFFB_00652	mRNA	1425				
LKDPMFFB_00652	CDS	1425				hypothetical protein
LKDPMFFB_00653	gene	549	ssuB			
LKDPMFFB_00653	mRNA	549	ssuB			
LKDPMFFB_00653	CDS	549	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
LKDPMFFB_00654	gene	765				
LKDPMFFB_00654	mRNA	765				
LKDPMFFB_00654	CDS	765				hypothetical protein
LKDPMFFB_00655	gene	993				
LKDPMFFB_00655	mRNA	993				
LKDPMFFB_00655	CDS	993				hypothetical protein
LKDPMFFB_00656	gene	777	natA			
LKDPMFFB_00656	mRNA	777	natA			
LKDPMFFB_00656	CDS	777	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
LKDPMFFB_00657	gene	1215	natB			
LKDPMFFB_00657	mRNA	1215	natB			
LKDPMFFB_00657	CDS	1215	natB	7.2.2.4	COG1668	ABC transporter permease protein NatB
LKDPMFFB_00658	gene	525	mshA_1			
LKDPMFFB_00658	mRNA	525	mshA_1			
LKDPMFFB_00658	CDS	525	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LKDPMFFB_00659	gene	1017				
LKDPMFFB_00659	mRNA	1017				
LKDPMFFB_00659	CDS	1017				hypothetical protein
LKDPMFFB_00660	gene	1119	epsF_2			
LKDPMFFB_00660	mRNA	1119	epsF_2			
LKDPMFFB_00660	CDS	1119	epsF_2	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
LKDPMFFB_00661	gene	1152				
LKDPMFFB_00661	mRNA	1152				
LKDPMFFB_00661	CDS	1152				hypothetical protein
LKDPMFFB_00662	gene	948				
LKDPMFFB_00662	mRNA	948				
LKDPMFFB_00662	CDS	948				hypothetical protein
LKDPMFFB_00663	gene	918				
LKDPMFFB_00663	mRNA	918				
LKDPMFFB_00663	CDS	918				hypothetical protein
LKDPMFFB_00664	gene	1467	rfbX			
LKDPMFFB_00664	mRNA	1467	rfbX			
LKDPMFFB_00664	CDS	1467	rfbX		COG2244	Putative O-antigen transporter
LKDPMFFB_00665	gene	1101	glf			
LKDPMFFB_00665	mRNA	1101	glf			
LKDPMFFB_00665	CDS	1101	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
LKDPMFFB_00666	gene	1023	epsJ			
LKDPMFFB_00666	mRNA	1023	epsJ			
LKDPMFFB_00666	CDS	1023	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
LKDPMFFB_00667	gene	993				
LKDPMFFB_00667	mRNA	993				
LKDPMFFB_00667	CDS	993			COG1609	HTH-type transcriptional regulator
LKDPMFFB_00668	gene	210				
LKDPMFFB_00668	mRNA	210				
LKDPMFFB_00668	CDS	210				hypothetical protein
LKDPMFFB_00669	gene	744				
LKDPMFFB_00669	mRNA	744				
LKDPMFFB_00669	CDS	744			COG0217	putative transcriptional regulatory protein
LKDPMFFB_00670	gene	2097	pnp			
LKDPMFFB_00670	mRNA	2097	pnp			
LKDPMFFB_00670	CDS	2097	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
LKDPMFFB_00671	gene	267	rpsO			
LKDPMFFB_00671	mRNA	267	rpsO			
LKDPMFFB_00671	CDS	267	rpsO		COG0184	30S ribosomal protein S15
LKDPMFFB_00672	gene	900	ribF			
LKDPMFFB_00672	mRNA	900	ribF			
LKDPMFFB_00672	CDS	900	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
LKDPMFFB_00673	gene	882	truB			
LKDPMFFB_00673	mRNA	882	truB			
LKDPMFFB_00673	CDS	882	truB	5.4.99.25		tRNA pseudouridine synthase B
LKDPMFFB_00674	gene	972	nrnA			
LKDPMFFB_00674	mRNA	972	nrnA			
LKDPMFFB_00674	CDS	972	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
LKDPMFFB_00675	gene	360	rbfA			
LKDPMFFB_00675	mRNA	360	rbfA			
LKDPMFFB_00675	CDS	360	rbfA		COG0858	30S ribosome-binding factor
LKDPMFFB_00676	gene	1308	infB			
LKDPMFFB_00676	mRNA	1308	infB			
